Company,Product,Size,Currency,Prices,Price_Category
Fonte,Hot Dog Bread,6 Pieces 360G,SAR,4.95,Low Price
Betty Crocker,Dark Chocolate Brownie,496G,SAR,13.75,Medium Price
Nestlé,Wonka Gobstopper,5Z,SAR,8.95,Medium Price
Frito Lay,Cooked BBQ Flavored Potato Chips,6.5Z,SAR,19.95,Medium Price
Hershey's,Special Dark Xl,4.25Z,SAR,11.95,Medium Price
Frito Lay,Doritos Cool Ranch Flavored Tortilla Chips,3.25Z,SAR,6.95,Medium Price
Breakfast blend,Coffe blend,11Z,SAR,34.95,High Price
Sanck Factory,Pretzel Crisps,7.2Z,SAR,21.95,High Price
Goody,Arrabbiata Pasta Sauce,420G,SAR,7.5,Medium Price
Goody,Marinara Pasta Sauce,420G,SAR,7.5,Medium Price
Skittles,Coated Chewy Fruits,174G,SAR,10.25,Medium Price
Rio Mare,Light Meat Tuna In Olive Oil,3 + 1 Free 80G,SAR,18.5,Medium Price
Goody,Napoletana Pasta Sauce,420G,SAR,7.5,Medium Price
Betty Crocker,Creme Caramel Mix,10 + 2 Free x 49G,SAR,21.0,High Price
Cadbury,Dairy Milk Bubbly Minis,204G,SAR,10.75,Medium Price
Skittles,Crazy Sours,174G,SAR,10.25,Medium Price
Bugles,Bugles Crispy Corn Snacks Nacho cheese,35G,SAR,2.25,Low Price
Bugles,Crispy Corn Snacks  Sour Cream & Onion,125G,SAR,6.5,Medium Price
Oreo,Cookie Covered With Cadbury Chocolate,204G,SAR,8.75,Medium Price
Galaxy,Jewels Revolution,650G,SAR,42.5,High Price
Almarai,Long Life Full Fat Milk,12 x 1L,SAR,40.0,High Price
Almarai,Long Life Low Fat Milk,12 × 1L,SAR,40.0,High Price
KDD,Chocolate Milk,180 Ml,SAR,1.45,Low Price
Florida's Natural,Premium Ruby Red Grapefruit Juice,1.8L,SAR,19.95,Medium Price
Florida's Natural,Natural Orange Pineapple Juice,1.8L,SAR,19.95,Medium Price
Almarai,Mixed Apple Juice,200 Ml,SAR,1.05,Low Price
Florida's Natural,Pure Orange Mango Juice,1.8L,SAR,19.95,Medium Price
KitKat,Chunky Milk Chocolate Bar,40G,SAR,2.75,Low Price
Oreo,Mini,67G,SAR,5.5,Medium Price
Tamimi Markets,BBQ spices,90G,SAR,4.95,Low Price
Tamimi Markets,Bahrain Curry spice,90G,SAR,4.95,Low Price
Tamimi Markets,Almond sliced,200G,SAR,17.95,Medium Price
Tamimi Markets,Beans black eye,500G,SAR,5.95,Medium Price
Tamimi Markets,Bay leaves,20G,SAR,1.95,Low Price
Tamimi Markets,Biriyani spices,90G,SAR,4.95,Low Price
Tamimi Markets,Beans broad egypt,1KG,SAR,10.95,Medium Price
Tamimi Markets,Red Beans,500G,SAR,7.95,Medium Price
Tamimi Markets,Black chia seeds,500G,SAR,15.95,Medium Price
Tamimi Markets,Bottled drinking water,200ML,SAR,0.3,Low Price
Tamimi Markets,Bottled drinking water,600ML,SAR,0.6,Low Price
Tamimi Markets,Black quinoa,500G,SAR,13.95,Medium Price
Tamimi Markets,Black pepper powder,100G,SAR,7.95,Medium Price
Tamimi Markets,Black pepper seed,260G,SAR,10.95,Medium Price
Tamimi Markets,Bottled drinking water,40 X 330ML,SAR,7.5,Medium Price
Tamimi Markets,Black lemon powder,80G,SAR,4.95,Low Price
Tamimi Markets,Chicken spices,240G,SAR,9.95,Medium Price
Tamimi Markets,Cashew nuts,200G,SAR,15.95,Medium Price
Tamimi Markets,Broad bean crushed,500G,SAR,3.95,Low Price
Tamimi Markets,Chick peas,1KG,SAR,8.95,Medium Price
Tamimi Markets,Cardamom powder,90G,SAR,21.95,High Price
Tamimi Markets,Chili powder,240G,SAR,7.95,Medium Price
Tamimi Markets,Cinnamon sticks,150G,SAR,7.95,Medium Price
Tamimi Markets,Couscous,500G,SAR,6.95,Medium Price
Tamimi Markets,Coriander powder,200G,SAR,4.95,Low Price
Tamimi Markets,Coriander seed,150G,SAR,4.95,Low Price
Tamimi Markets,Coconut flakes,500G,SAR,9.95,Medium Price
Tamimi Markets,Crushed white mongo,500G,SAR,6.95,Medium Price
Tamimi Markets,Crushed chick peas,1KG,SAR,7.95,Medium Price
Tamimi Markets,Cumin powder,100G,SAR,4.95,Low Price
Tamimi Markets,Tamimi Markets crush burgul soft,1KG,SAR,6.95,Medium Price
Tamimi Markets,Tamimi Markets crush burgel rough,1KG,SAR,6.95,Medium Price
Tamimi Markets,Fish spices,90G,SAR,4.95,Low Price
Tamimi Markets,Fennel seed,200G,SAR,4.95,Low Price
Tamimi Markets,Cumin seed,200G,SAR,4.95,Low Price
Tamimi Markets,Curry powder,90G,SAR,4.95,Low Price
Tamimi Markets,Fareeka,500G,SAR,5.95,Medium Price
Tamimi Markets,Garlic powder,95G,SAR,4.95,Low Price
Tamimi Markets,Flax seeds,500G,SAR,12.95,Medium Price
Tamimi Markets,Green mongo,500G,SAR,7.95,Medium Price
Tamimi Markets,Green cardamon,200G,SAR,27.95,High Price
Tamimi Markets,Harees,1KG,SAR,6.95,Medium Price
Tamimi Markets,Green lentils,1KG,SAR,9.95,Medium Price
Tamimi Markets,Meat spices,90G,SAR,4.95,Low Price
Tamimi Markets,Lemon salt,410G,SAR,9.95,Medium Price
Tamimi Markets,Kabsa spices,90G,SAR,4.95,Low Price
Tamimi Markets,Jordani zatar,500G,SAR,11.95,Medium Price
Tamimi Markets,Lemon salt,200G,SAR,5.95,Medium Price
Tamimi Markets,Lemon powder,240G,SAR,9.95,Medium Price
Tamimi Markets,Jereesh,1KG,SAR,6.95,Medium Price
